"TIMESTAMP","RECORD","Result_30cm_Avg","Result_50cm_Avg","Result_100cm_Avg","Result_150cm_Avg","Result_200cm_Avg","Result_300cm_Avg","Result_500cm_Avg","Result_700cm_Avg","Result_900cm_Avg","Rain_mm_Tot","BattV"
"2023-12-22 10:10:00",0,18.59,2.66,4.69,0,0,0,20.56,23.33,30.23,0,13.84
"2023-12-22 10:20:00",1,18.59,2.662,4.691,0,0,0,20.56,23.33,30.22,0,13.86
"2023-12-22 10:30:00",2,18.58,2.662,4.691,0,0,0,20.56,23.32,30.21,0,13.84
"2023-12-22 10:40:00",3,18.57,2.664,4.692,0,0,0,20.55,23.31,30.19,0,13.85
"2023-12-22 10:50:00",4,18.59,2.666,4.696,0,0,0,20.56,23.32,30.23,0,13.85
"2023-12-22 11:00:00",5,18.59,2.666,4.697,0,0,0,20.56,23.33,30.22,0,13.78
"2023-12-22 11:10:00",6,18.57,2.66,4.683,0,0,0,20.46,23.27,30.11,0,13.81
"2023-12-22 11:20:00",7,18.55,2.662,4.684,0,0,0,20.48,23.23,30.12,0,13.84
"2023-12-22 11:30:00",8,18.57,2.663,4.68,0,0,0,20.47,23.19,30.11,0,13.8
"2023-12-22 11:40:00",9,18.54,2.658,4.674,0,0,0,20.4,23.14,30.12,0,13.86
"2023-12-22 11:50:00",10,18.57,2.661,4.698,0,0,0,20.5,23.23,30.13,0,13.72
"2023-12-22 12:00:00",11,18.55,2.655,4.69,0,0,0,20.49,23.24,30.09,0,13.75
"2023-12-22 12:10:00",12,18.59,2.658,4.66,0,0,0,20.49,23.24,30.12,0,13.73
"2023-12-22 12:20:00",13,18.57,2.664,4.675,0,0,0,20.47,23.21,30.15,0,13.72
"2023-12-22 12:30:00",14,18.59,2.663,4.7,0,0,0,20.52,23.27,30.15,0,13.69
"2023-12-22 12:40:00",15,18.6,2.67,4.702,0,0,0,20.55,23.32,30.21,0,13.73
"2023-12-22 12:50:00",16,18.59,2.666,4.696,0,0,0,20.52,23.27,30.18,0,13.73
"2023-12-22 13:00:00",17,18.61,2.667,4.704,0,0,0,20.56,23.29,30.21,0,13.73
"2023-12-22 13:10:00",18,18.61,2.668,4.702,0,0,0,20.56,23.3,30.21,0,13.73
"2023-12-22 13:20:00",19,18.61,2.668,4.705,0,0,0,20.57,23.31,30.22,0,13.72
"2023-12-22 13:30:00",20,18.61,2.67,4.698,0,0,0,20.55,23.29,30.19,0,13.77
"2023-12-22 13:40:00",21,18.59,2.669,4.702,0,0,0,20.57,23.32,30.23,0,13.71
"2023-12-22 13:50:00",22,18.61,2.67,4.702,0,0,0,20.57,23.32,30.23,0,13.72
"2023-12-22 14:00:00",23,18.62,2.671,4.701,0,0,0,20.57,23.32,30.22,0,13.73
"2023-12-22 14:10:00",24,18.61,2.67,4.701,0,0,0,20.57,23.32,30.22,0,13.74
"2023-12-22 14:20:00",25,18.61,2.669,4.702,0,0,0,20.57,23.32,30.22,0,13.74
"2023-12-22 14:30:00",26,18.62,2.667,4.701,0,0,0,20.57,23.32,30.22,0,13.73
"2023-12-22 14:40:00",27,18.62,2.67,4.701,0,0,0,20.57,23.32,30.22,0,13.73
"2023-12-22 14:50:00",28,18.61,2.669,4.7,0,0,0,20.57,23.32,30.22,0,13.77
"2023-12-22 15:00:00",29,18.61,2.669,4.698,0,0,0,20.57,23.32,30.22,0,13.78
"2023-12-22 15:10:00",30,18.6,2.668,4.698,0,0,0,20.57,23.32,30.22,0,13.76
"2023-12-22 15:20:00",31,18.6,2.668,4.696,0,0,0,20.57,23.32,30.22,0,13.82
"2023-12-22 15:30:00",32,18.6,2.668,4.695,0,0,0,20.57,23.32,30.22,0,13.81
"2023-12-22 15:40:00",33,18.59,2.667,4.694,0,0,0,20.57,23.32,30.22,0,13.8
"2023-12-22 15:50:00",34,18.58,2.666,4.693,0,0,0,20.57,23.32,30.22,0,13.78
"2023-12-22 16:00:00",35,18.58,2.666,4.69,0,0,0,20.57,23.32,30.22,0,13.81
"2023-12-22 16:10:00",36,18.57,2.666,4.69,0,0,0,20.57,23.32,30.22,0,13.8
"2023-12-22 16:20:00",37,18.57,2.665,4.688,0,0,0,20.57,23.32,30.22,0,13.8
"2023-12-22 16:30:00",38,18.57,2.664,4.686,0,0,0,20.57,23.32,30.22,0,13.79
"2023-12-22 16:40:00",39,18.56,2.664,4.684,0,0,0,20.57,23.32,30.22,0,13.85
"2023-12-22 16:50:00",40,18.56,2.663,4.684,0,0,0,20.57,23.32,30.22,0,13.83
"2023-12-22 17:00:00",41,18.56,2.662,4.682,0,0,0,20.57,23.32,30.22,0,13.82
"2023-12-22 17:10:00",42,18.56,2.662,4.681,0,0,0,20.57,23.32,30.22,0,13.72
"2023-12-22 17:20:00",43,18.56,2.662,4.679,0,0,0,20.57,23.32,30.22,0,13.65
"2023-12-22 17:30:00",44,18.55,2.662,4.678,0,0,0,20.57,23.32,30.22,0,13.59
"2023-12-22 17:40:00",45,18.55,2.661,4.676,0,0,0,20.57,23.32,30.22,0,13.55
"2023-12-22 17:50:00",46,18.55,2.66,4.676,0,0,0,20.57,23.32,30.22,0,13.51
"2023-12-22 18:00:00",47,18.54,2.66,4.674,0,0,0,20.57,23.32,30.22,0,13.48
"2023-12-22 18:10:00",48,18.54,2.66,4.673,0,0,0,20.57,23.32,30.22,0,13.45
"2023-12-22 18:20:00",49,18.54,2.66,4.673,0,0,0,20.57,23.32,30.22,0,13.43
"2023-12-22 18:30:00",50,18.54,2.66,4.672,0,0,0,20.56,23.32,30.22,0,13.4
"2023-12-22 18:40:00",51,18.54,2.66,4.671,0,0,0,20.56,23.32,30.22,0,13.38
"2023-12-22 18:50:00",52,18.53,2.66,4.67,0,0,0,20.56,23.32,30.22,0,13.35
"2023-12-22 19:00:00",53,18.53,2.659,4.668,0,0,0,20.56,23.32,30.22,0,13.33
"2023-12-22 19:10:00",54,18.53,2.658,4.668,0,0,0,20.56,23.32,30.22,0,13.31
"2023-12-22 19:20:00",55,18.53,2.658,4.668,0,0,0,20.56,23.32,30.22,0,13.29
"2023-12-22 19:30:00",56,18.53,2.657,4.665,0,0,0,20.56,23.32,30.22,0,13.27
"2023-12-22 19:40:00",57,18.53,2.657,4.665,0,0,0,20.56,23.32,30.22,0,13.25
"2023-12-22 19:50:00",58,18.52,2.656,4.663,0,0,0,20.56,23.32,30.22,0,13.24
"2023-12-22 20:00:00",59,18.52,2.656,4.66,0,0,0,20.56,23.32,30.22,0,13.22
"2023-12-22 20:10:00",60,18.52,2.655,4.659,0,0,0,20.56,23.32,30.22,0,13.21
"2023-12-22 20:20:00",61,18.51,2.654,4.657,0,0,0,20.56,23.32,30.22,0,13.19
"2023-12-22 20:30:00",62,18.51,2.654,4.657,0,0,0,20.56,23.32,30.22,0,13.18
"2023-12-22 20:40:00",63,18.51,2.653,4.655,0,0,0,20.56,23.32,30.22,0,13.16
"2023-12-22 20:50:00",64,18.52,2.653,4.654,0,0,0,20.56,23.32,30.22,0,13.15
"2023-12-22 21:00:00",65,18.51,2.652,4.653,0,0,0,20.56,23.32,30.22,0,13.14
"2023-12-22 21:10:00",66,18.51,2.652,4.651,0,0,0,20.56,23.32,30.22,0,13.13
"2023-12-22 21:20:00",67,18.51,2.652,4.651,0,0,0,20.56,23.32,30.22,0,13.11
"2023-12-22 21:30:00",68,18.51,2.652,4.65,0,0,0,20.56,23.32,30.22,0,13.1
"2023-12-22 21:40:00",69,18.52,2.652,4.649,0,0,0,20.56,23.32,30.22,0,13.09
"2023-12-22 21:50:00",70,18.52,2.652,4.649,0,0,0,20.56,23.32,30.22,0,13.08
"2023-12-22 22:00:00",71,18.53,2.653,4.649,0,0,0,20.56,23.32,30.22,0,13.08
"2023-12-22 22:10:00",72,18.53,2.653,4.649,0,0,0,20.56,23.32,30.22,0,13.07
"2023-12-22 22:20:00",73,18.53,2.653,4.649,0,0,0,20.56,23.32,30.22,0,13.06
"2023-12-22 22:30:00",74,18.53,2.653,4.648,0,0,0,20.57,23.32,30.22,0,13.05
"2023-12-22 22:40:00",75,18.53,2.653,4.647,0,0,0,20.56,23.32,30.22,0,13.04
"2023-12-22 22:50:00",76,18.53,2.654,4.646,0,0,0,20.56,23.32,30.22,0,13.04
"2023-12-22 23:00:00",77,18.53,2.654,4.646,0,0,0,20.56,23.32,30.22,0,13.03
"2023-12-22 23:10:00",78,18.53,2.654,4.646,0,0,0,20.56,23.32,30.22,0,13.02
"2023-12-22 23:20:00",79,18.53,2.654,4.645,0,0,0,20.57,23.32,30.22,0,13.02
"2023-12-22 23:30:00",80,18.53,2.654,4.646,0,0,0,20.57,23.32,30.22,0,13.02
"2023-12-22 23:40:00",81,18.53,2.654,4.645,0,0,0,20.57,23.32,30.22,0,13.01
"2023-12-22 23:50:00",82,18.54,2.654,4.646,0,0,0,20.57,23.32,30.22,0,13.01
"2023-12-23 00:00:00",83,18.54,2.656,4.648,0,0,0,20.57,23.32,30.22,0,13
"2023-12-23 00:10:00",84,18.54,2.656,4.647,0,0,0,20.57,23.32,30.22,0,13
"2023-12-23 00:20:00",85,18.53,2.656,4.646,0,0,0,20.57,23.32,30.22,0,13
"2023-12-23 00:30:00",86,18.53,2.656,4.645,0,0,0,20.57,23.32,30.22,0,12.99
"2023-12-23 00:40:00",87,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.99
"2023-12-23 00:50:00",88,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.98
"2023-12-23 01:00:00",89,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.98
"2023-12-23 01:10:00",90,18.54,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.98
"2023-12-23 01:20:00",91,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.98
"2023-12-23 01:30:00",92,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.97
"2023-12-23 01:40:00",93,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.97
"2023-12-23 01:50:00",94,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.97
"2023-12-23 02:00:00",95,18.53,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.97
"2023-12-23 02:10:00",96,18.54,2.656,4.643,0,0,0,20.57,23.32,30.22,0,12.96
"2023-12-23 02:20:00",97,18.54,2.657,4.643,0,0,0,20.57,23.32,30.22,0,12.96
"2023-12-23 02:30:00",98,18.54,2.658,4.643,0,0,0,20.57,23.32,30.22,0,12.96
"2023-12-23 02:40:00",99,18.54,2.658,4.643,0,0,0,20.57,23.32,30.22,0,12.95
"2023-12-23 02:50:00",100,18.54,2.658,4.643,0,0,0,20.57,23.32,30.22,0,12.95
"2023-12-23 03:00:00",101,18.53,2.658,4.643,0,0,0,20.57,23.32,30.22,0,12.95
"2023-12-23 03:10:00",102,18.54,2.659,4.643,0,0,0,20.57,23.32,30.22,0,12.94
"2023-12-23 03:20:00",103,18.54,2.66,4.644,0,0,0,20.57,23.32,30.22,0,12.94
"2023-12-23 03:30:00",104,18.54,2.66,4.646,0,0,0,20.57,23.32,30.22,0,12.94
"2023-12-23 03:40:00",105,18.55,2.66,4.646,0,0,0,20.57,23.32,30.22,0,12.93
"2023-12-23 03:50:00",106,18.54,2.66,4.646,0,0,0,20.57,23.32,30.22,0,12.93
"2023-12-23 04:00:00",107,18.54,2.661,4.646,0,0,0,20.57,23.32,30.22,0,12.93
"2023-12-23 04:10:00",108,18.54,2.662,4.647,0,0,0,20.57,23.32,30.22,0,12.92
"2023-12-23 04:20:00",109,18.54,2.662,4.649,0,0,0,20.57,23.32,30.22,0,12.92
"2023-12-23 04:30:00",110,18.54,2.662,4.649,0,0,0,20.57,23.32,30.22,0,12.92
"2023-12-23 04:40:00",111,18.54,2.662,4.648,0,0,0,20.57,23.32,30.22,0,12.91
"2023-12-23 04:50:00",112,18.54,2.662,4.647,0,0,0,20.58,23.32,30.22,0,12.91
"2023-12-23 05:00:00",113,18.54,2.662,4.648,0,0,0,20.58,23.32,30.22,0,12.91
"2023-12-23 05:10:00",114,18.54,2.662,4.647,0,0,0,20.58,23.32,30.22,0,12.9
"2023-12-23 05:20:00",115,18.53,2.662,4.646,0,0,0,20.58,23.32,30.22,0,12.9
"2023-12-23 05:30:00",116,18.52,2.662,4.645,0,0,0,20.58,23.32,30.22,0,12.89
"2023-12-23 05:40:00",117,18.52,2.662,4.643,0,0,0,20.58,23.32,30.22,0,12.89
"2023-12-23 05:50:00",118,18.52,2.662,4.643,0,0,0,20.58,23.32,30.22,0,12.89
"2023-12-23 06:00:00",119,18.51,2.661,4.643,0,0,0,20.58,23.32,30.22,0,12.88
"2023-12-23 06:10:00",120,18.51,2.66,4.641,0,0,0,20.58,23.32,30.22,0,12.88
"2023-12-23 06:20:00",121,18.51,2.66,4.641,0,0,0,20.58,23.32,30.22,0,12.87
"2023-12-23 06:30:00",122,18.51,2.66,4.641,0,0,0,20.58,23.32,30.22,0,12.86
"2023-12-23 06:40:00",123,18.5,2.66,4.64,0,0,0,20.58,23.32,30.22,0,12.87
"2023-12-23 06:50:00",124,18.5,2.66,4.638,0,0,0,20.58,23.32,30.22,0,12.91
"2023-12-23 07:00:00",125,18.5,2.66,4.638,0,0,0,20.57,23.32,30.22,0,13
"2023-12-23 07:10:00",126,18.5,2.66,4.637,0,0,0,20.58,23.32,30.22,0,13.08
"2023-12-23 07:20:00",127,18.51,2.66,4.638,0,0,0,20.58,23.32,30.22,0,13.29
"2023-12-23 07:30:00",128,18.51,2.66,4.639,0,0,0,20.58,23.32,30.22,0,13.75
"2023-12-23 07:40:00",129,18.51,2.66,4.638,0,0,0,20.58,23.32,30.22,0,14.17
"2023-12-23 07:50:00",130,18.5,2.66,4.636,0,0,0,20.58,23.32,30.22,0,14.51
"2023-12-23 08:00:00",131,18.51,2.66,4.636,0,0,0,20.58,23.32,30.22,0,14.55
"2023-12-23 08:10:00",132,18.5,2.658,4.635,0,0,0,20.58,23.32,30.22,0,14.54
"2023-12-23 08:20:00",133,18.5,2.658,4.635,0,0,0,20.58,23.32,30.22,0,14.47
"2023-12-23 08:30:00",134,18.49,2.658,4.635,0,0,0,20.58,23.32,30.22,0,14.5
"2023-12-23 08:40:00",135,18.49,2.658,4.633,0,0,0,20.58,23.32,30.22,0,14.5
"2023-12-23 08:50:00",136,18.49,2.658,4.632,0,0,0,20.58,23.32,30.22,0,14.48
"2023-12-23 09:00:00",137,18.49,2.658,4.632,0,0,0,20.58,23.32,30.22,0,14.46
"2023-12-23 09:10:00",138,18.49,2.657,4.632,0,0,0,20.58,23.32,30.22,0,14.51
"2023-12-23 09:20:00",139,18.49,2.658,4.632,0,0,0,20.58,23.32,30.22,0,14.43
"2023-12-23 09:30:00",140,18.49,2.658,4.632,0,0,0,20.58,23.32,30.22,0,14.47
"2023-12-23 09:40:00",141,18.49,2.658,4.63,0,0,0,20.58,23.32,30.22,0,14.44
"2023-12-23 09:50:00",142,18.49,2.657,4.632,0,0,0,20.58,23.32,30.2,0,14.42
"2023-12-23 10:00:00",143,18.49,2.66,4.63,0,0,0,20.58,23.31,30.22,0,13.9
"2023-12-23 10:10:00",144,18.5,2.659,4.63,0,0,0,20.58,23.32,30.22,0,13.78
"2023-12-23 10:20:00",145,18.5,2.658,4.632,0,0,0,20.58,23.32,30.22,0,13.8
"2023-12-23 10:30:00",146,18.49,2.653,4.627,0,0,0,20.49,23.21,30.11,0,13.81
"2023-12-23 10:40:00",147,18.47,2.647,4.617,0,0,0,20.49,23.2,30.13,0,13.73
"2023-12-23 10:50:00",148,18.45,2.655,4.626,0,0,0,20.53,23.28,30.17,0,13.74
"2023-12-23 11:00:00",149,18.49,2.659,4.63,0,0,0,20.56,23.29,30.19,0,13.72
"2023-12-23 11:10:00",150,18.48,2.659,4.622,0,0,0,20.5,23.25,30.14,0,13.73
"2023-12-23 11:20:00",151,18.47,2.659,4.621,0,0,0,20.56,23.26,30.12,0,13.77
"2023-12-23 11:30:00",152,18.48,2.654,4.624,0,0,0,20.53,23.22,30.12,0,13.73
"2023-12-23 11:40:00",153,18.49,2.657,4.629,0,0,0,20.58,23.32,30.21,0,13.73
"2023-12-23 11:50:00",154,18.49,2.66,4.628,0,0,0,20.58,23.31,30.2,0,13.7
"2023-12-23 12:00:00",155,18.5,2.66,4.63,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 12:10:00",156,18.51,2.66,4.63,0,0,0,20.58,23.32,30.22,0,13.7
"2023-12-23 12:20:00",157,18.51,2.66,4.632,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 12:30:00",158,18.52,2.66,4.633,0,0,0,20.58,23.32,30.22,0,13.73
"2023-12-23 12:40:00",159,18.52,2.66,4.632,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 12:50:00",160,18.52,2.659,4.635,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 13:00:00",161,18.52,2.662,4.635,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 13:10:00",162,18.52,2.662,4.635,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 13:20:00",163,18.52,2.66,4.631,0,0,0,20.58,23.32,30.22,0,13.7
"2023-12-23 13:30:00",164,18.53,2.66,4.635,0,0,0,20.58,23.32,30.22,0,13.69
"2023-12-23 13:40:00",165,18.52,2.662,4.635,0,0,0,20.58,23.32,30.22,0,13.73
"2023-12-23 13:50:00",166,18.53,2.661,4.637,0,0,0,20.59,23.32,30.22,0,13.64
"2023-12-23 14:00:00",167,18.53,2.662,4.637,0,0,0,20.59,23.32,30.22,0,13.65
"2023-12-23 14:10:00",168,18.53,2.662,4.638,0,0,0,20.59,23.32,30.22,0,13.66
"2023-12-23 14:20:00",169,18.53,2.662,4.637,0,0,0,20.59,23.32,30.22,0,13.66
"2023-12-23 14:30:00",170,18.52,2.662,4.635,0,0,0,20.59,23.32,30.22,0,13.73
"2023-12-23 14:40:00",171,18.52,2.662,4.635,0,0,0,20.59,23.31,30.22,0,13.71
"2023-12-23 14:50:00",172,18.52,2.662,4.635,0,0,0,20.59,23.31,30.22,0,13.71
"2023-12-23 15:00:00",173,18.52,2.661,4.635,0,0,0,20.59,23.32,30.22,0,13.74
"2023-12-23 15:10:00",174,18.52,2.656,4.635,0,0,0,20.59,23.31,30.22,0,13.75
"2023-12-23 15:20:00",175,18.51,2.654,4.633,0,0,0,20.59,23.31,30.22,0,13.74
"2023-12-23 15:30:00",176,18.51,2.654,4.632,0,0,0,20.59,23.31,30.22,0,13.74
"2023-12-23 15:40:00",177,18.51,2.652,4.631,0,0,0,20.59,23.32,30.22,0,13.74
"2023-12-23 15:50:00",178,18.51,2.652,4.63,0,0,0,20.59,23.31,30.22,0,13.74
"2023-12-23 16:00:00",179,18.51,2.652,4.629,0,0,0,20.59,23.31,30.22,0,13.74
"2023-12-23 16:10:00",180,18.5,2.651,4.628,0,0,0,20.59,23.31,30.22,0,13.74
"2023-12-23 16:20:00",181,18.5,2.65,4.627,0,0,0,20.59,23.31,30.22,0,13.74
"2023-12-23 16:30:00",182,18.49,2.65,4.627,0,0,0,20.58,23.31,30.22,0,13.74
"2023-12-23 16:40:00",183,18.49,2.65,4.624,0,0,0,20.58,23.31,30.22,0,13.74
"2023-12-23 16:50:00",184,18.49,2.649,4.624,0,0,0,20.58,23.31,30.22,0,13.74
"2023-12-23 17:00:00",185,18.48,2.648,4.622,0,0,0,20.58,23.31,30.22,0,13.7
"2023-12-23 17:10:00",186,18.48,2.647,4.621,0,0,0,20.58,23.31,30.22,0,13.63
"2023-12-23 17:20:00",187,18.48,2.646,4.62,0,0,0,20.58,23.31,30.22,0,13.57
"2023-12-23 17:30:00",188,18.48,2.646,4.619,0,0,0,20.58,23.31,30.22,0,13.52
"2023-12-23 17:40:00",189,18.48,2.646,4.618,0,0,0,20.58,23.31,30.22,0,13.48
"2023-12-23 17:50:00",190,18.48,2.645,4.616,0,0,0,20.58,23.31,30.22,0,13.45
"2023-12-23 18:00:00",191,18.48,2.645,4.616,0,0,0,20.58,23.31,30.22,0,13.42
"2023-12-23 18:10:00",192,18.48,2.644,4.616,0,0,0,20.58,23.31,30.22,0,13.39
"2023-12-23 18:20:00",193,18.48,2.644,4.615,0,0,0,20.58,23.31,30.22,0,13.37
"2023-12-23 18:30:00",194,18.48,2.644,4.614,0,0,0,20.58,23.31,30.22,0,13.34
"2023-12-23 18:40:00",195,18.48,2.643,4.613,0,0,0,20.58,23.31,30.22,0,13.32
"2023-12-23 18:50:00",196,18.48,2.643,4.613,0,0,0,20.58,23.31,30.22,0,13.29
"2023-12-23 19:00:00",197,18.48,2.642,4.612,0,0,0,20.58,23.31,30.22,0,13.28
"2023-12-23 19:10:00",198,18.48,2.642,4.611,0,0,0,20.58,23.31,30.22,0,13.26
"2023-12-23 19:20:00",199,18.48,2.642,4.611,0,0,0,20.58,23.31,30.22,0,13.24
"2023-12-23 19:30:00",200,18.48,2.642,4.611,0,0,0,20.58,23.31,30.22,0,13.22
"2023-12-23 19:40:00",201,18.48,2.642,4.61,0,0,0,20.58,23.31,30.22,0,13.2
"2023-12-23 19:50:00",202,18.48,2.642,4.608,0,0,0,20.58,23.31,30.22,0,13.19
"2023-12-23 20:00:00",203,18.48,2.642,4.609,0,0,0,20.58,23.31,30.22,0,13.17
"2023-12-23 20:10:00",204,18.48,2.642,4.608,0,0,0,20.58,23.31,30.22,0,13.16
"2023-12-23 20:20:00",205,18.48,2.642,4.608,0,0,0,20.58,23.31,30.22,0,13.15
"2023-12-23 20:30:00",206,18.48,2.641,4.608,0,0,0,20.58,23.31,30.22,0,13.14
"2023-12-23 20:40:00",207,18.48,2.641,4.608,0,0,0,20.58,23.31,30.22,0,13.12
"2023-12-23 20:50:00",208,18.48,2.641,4.608,0,0,0,20.58,23.31,30.22,0,13.11
"2023-12-23 21:00:00",209,18.48,2.641,4.608,0,0,0,20.58,23.31,30.22,0,13.1
"2023-12-23 21:10:00",210,18.48,2.641,4.608,0,0,0,20.58,23.31,30.22,0,13.09
"2023-12-23 21:20:00",211,18.48,2.641,4.607,0,0,0,20.58,23.31,30.22,0,13.08
"2023-12-23 21:30:00",212,18.48,2.641,4.606,0,0,0,20.58,23.31,30.22,0,13.07
"2023-12-23 21:40:00",213,18.48,2.641,4.605,0,0,0,20.58,23.31,30.22,0,13.07
"2023-12-23 21:50:00",214,18.48,2.641,4.605,0,0,0,20.58,23.31,30.22,0,13.06
"2023-12-23 22:00:00",215,18.48,2.641,4.605,0,0,0,20.58,23.31,30.22,0,13.06
"2023-12-23 22:10:00",216,18.48,2.641,4.605,0,0,0,20.58,23.31,30.22,0,13.05
"2023-12-23 22:20:00",217,18.49,2.641,4.605,0,0,0,20.58,23.31,30.22,0,13.04
"2023-12-23 22:30:00",218,18.48,2.641,4.605,0,0,0,20.58,23.31,30.22,0,13.04
"2023-12-23 22:40:00",219,18.48,2.641,4.604,0,0,0,20.58,23.31,30.22,0,13.03
"2023-12-23 22:50:00",220,18.48,2.641,4.604,0,0,0,20.58,23.31,30.22,0,13.03
"2023-12-23 23:00:00",221,18.48,2.641,4.603,0,0,0,20.58,23.31,30.22,0,13.02
"2023-12-23 23:10:00",222,18.48,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13.03
"2023-12-23 23:20:00",223,18.48,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13.01
"2023-12-23 23:30:00",224,18.48,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13.01
"2023-12-23 23:40:00",225,18.48,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13.01
"2023-12-23 23:50:00",226,18.48,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13.01
"2023-12-24 00:00:00",227,18.48,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13
"2023-12-24 00:10:00",228,18.49,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13
"2023-12-24 00:20:00",229,18.49,2.641,4.602,0,0,0,20.58,23.31,30.22,0,13
"2023-12-24 00:30:00",230,18.49,2.641,4.602,0,0,0,20.58,23.31,30.22,0,12.99
"2023-12-24 00:40:00",231,18.49,2.641,4.602,0,0,0,20.59,23.31,30.22,0,12.99
"2023-12-24 00:50:00",232,18.49,2.641,4.602,0,0,0,20.58,23.31,30.22,0,12.99
"2023-12-24 01:00:00",233,18.49,2.641,4.602,0,0,0,20.59,23.31,30.22,0,12.99
"2023-12-24 01:10:00",234,18.49,2.641,4.602,0,0,0,20.59,23.31,30.22,0,12.98
"2023-12-24 01:20:00",235,18.49,2.641,4.602,0,0,0,20.59,23.31,30.22,0,12.98
"2023-12-24 01:30:00",236,18.49,2.641,4.602,0,0,0,20.59,23.31,30.22,0,12.98
"2023-12-24 01:40:00",237,18.49,2.642,4.602,0,0,0,20.59,23.31,30.22,0,12.97
"2023-12-24 01:50:00",238,18.5,2.642,4.602,0,0,0,20.59,23.31,30.22,0,12.97
"2023-12-24 02:00:00",239,18.49,2.642,4.602,0,0,0,20.59,23.31,30.22,0,12.96
"2023-12-24 02:10:00",240,18.5,2.642,4.602,0,0,0,20.59,23.31,30.22,0,12.96
"2023-12-24 02:20:00",241,18.5,2.643,4.602,0,0,0,20.59,23.31,30.22,0,12.96
"2023-12-24 02:30:00",242,18.5,2.643,4.602,0,0,0,20.59,23.31,30.22,0,12.95
"2023-12-24 02:40:00",243,18.5,2.643,4.602,0,0,0,20.59,23.31,30.22,0,12.95
"2023-12-24 02:50:00",244,18.49,2.643,4.602,0,0,0,20.59,23.31,30.22,0,12.94
"2023-12-24 03:00:00",245,18.49,2.642,4.601,0,0,0,20.59,23.31,30.22,0,12.94
"2023-12-24 03:10:00",246,18.49,2.643,4.6,0,0,0,20.59,23.31,30.22,0,12.94
"2023-12-24 03:20:00",247,18.49,2.642,4.6,0,0,0,20.59,23.31,30.22,0,12.93
"2023-12-24 03:30:00",248,18.49,2.643,4.6,0,0,0,20.59,23.31,30.22,0,12.93
"2023-12-24 03:40:00",249,18.48,2.642,4.6,0,0,0,20.59,23.31,30.22,0,12.93
"2023-12-24 03:50:00",250,18.48,2.642,4.6,0,0,0,20.59,23.31,30.22,0,12.92
"2023-12-24 04:00:00",251,18.48,2.642,4.6,0,0,0,20.59,23.31,30.22,0,12.92
"2023-12-24 04:10:00",252,18.49,2.642,4.6,0,0,0,20.59,23.31,30.21,0,12.92
"2023-12-24 04:20:00",253,18.48,2.642,4.599,0,0,0,20.59,23.31,30.21,0,12.91
"2023-12-24 04:30:00",254,18.48,2.643,4.598,0,0,0,20.59,23.31,30.21,0,12.91
"2023-12-24 04:40:00",255,18.48,2.642,4.598,0,0,0,20.59,23.31,30.21,0,12.91
"2023-12-24 04:50:00",256,18.48,2.643,4.597,0,0,0,20.59,23.31,30.21,0,12.9
"2023-12-24 05:00:00",257,18.48,2.643,4.597,0,0,0,20.59,23.31,30.21,0,12.89
"2023-12-24 05:10:00",258,18.48,2.642,4.597,0,0,0,20.59,23.31,30.21,0,12.89
"2023-12-24 05:20:00",259,18.48,2.642,4.597,0,0,0,20.59,23.31,30.21,0,12.89
"2023-12-24 05:30:00",260,18.48,2.642,4.596,0,0,0,20.59,23.31,30.22,0,12.88
"2023-12-24 05:40:00",261,18.48,2.642,4.595,0,0,0,20.59,23.31,30.21,0,12.88
"2023-12-24 05:50:00",262,18.48,2.642,4.594,0,0,0,20.59,23.31,30.22,0,12.88
"2023-12-24 06:00:00",263,18.48,2.642,4.594,0,0,0,20.59,23.31,30.21,0,12.87
"2023-12-24 06:10:00",264,18.47,2.642,4.594,0,0,0,20.59,23.31,30.21,0,12.87
"2023-12-24 06:20:00",265,18.47,2.642,4.592,0,0,0,20.59,23.31,30.21,0,12.87
"2023-12-24 06:30:00",266,18.47,2.641,4.592,0,0,0,20.59,23.31,30.22,0,12.87
